iyear,imonth,idate,country,country_txt,region,region_txt,provstate,city,crit1,crit2,crit3,success,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,gname,individual,weaptype1,weaptype1_txt,weapdetail,nkill,ishostkid,ransom
2001,8,7,102,Jordan,10,Middle East & North Africa,Amman,Amman,1,1,1,1,1,Assassination,1,Business,97,Israel,Nobles of Jordan,0,5,Firearms,,1,0,
2001,8,7,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Yafit,1,1,1,0,1,Assassination,3,Police,97,Israel,Unknown,0,5,Firearms,,0,0,
2001,8,7,110,Lebanon,10,Middle East & North Africa,An Nabatiyah,Aadaisse,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,110,Lebanon,Hezbollah,0,6,Explosives,,0,0,
2001,8,7,45,Colombia,3,South America,Antioquia,Yarumal district,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,45,Colombia,National Liberation Army of Colombia (ELN),0,5,Firearms,,0,1,0
2001,8,7,93,Indonesia,5,Southeast Asia,Aceh (Province),East Aceh Regency,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,93,Indonesia,Free Aceh Movement (GAM),0,5,Firearms,,1,1,0
2001,8,7,93,Indonesia,5,Southeast Asia,Aceh (Province),Batee Iliek,1,1,1,1,2,Armed Assault,3,Police,93,Indonesia,Free Aceh Movement (GAM),0,5,Firearms,,4,0,
2001,8,7,1003,Kosovo,9,Eastern Europe,Pristina,Podujevo,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,175,Serbia-Montenegro,Unknown,0,5,Firearms,,0,0,
2001,8,7,92,India,6,South Asia,Jammu and Kashmir,Baramulla district,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,92,India,Unknown,0,5,Firearms,,0,0,
2001,8,7,92,India,6,South Asia,Jammu and Kashmir,Pulwama District,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,92,India,Unknown,0,5,Firearms,,0,0,
2001,8,7,92,India,6,South Asia,Jammu and Kashmir,Bunagam,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,92,India,Unknown,0,5,Firearms,,1,0,
2001,8,7,92,India,6,South Asia,Jammu and Kashmir,Jammu,1,1,1,1,2,Armed Assault,19,Transportation,92,India,Unknown,0,5,Firearms,AK-47's were used in the attack.,12,0,
2001,8,8,160,Philippines,5,Southeast Asia,Davao Oriental,Cateel,1,1,1,0,1,Assassination,2,Government (General),160,Philippines,New People's Army (NPA),0,5,Firearms,,2,0,
2001,8,8,130,Mexico,1,North America,Mexico City (Federal District),Mexico City,1,1,1,1,3,Bombing/Explosion,1,Business,130,Mexico,Fuerzas Armadas Revolucionarias del Pueblo (FARP),0,6,Explosives,,0,0,
2001,8,8,185,Spain,8,Western Europe,Catalonia,Barcelona,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,185,Spain,Unknown,0,6,Explosives,,0,0,
2001,8,8,153,Pakistan,6,South Asia,Punjab,Narowal district,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,153,Pakistan,Unknown,0,6,Explosives,,1,0,
2001,8,8,45,Colombia,3,South America,Antioquia,San Francisco,1,1,1,1,3,Bombing/Explosion,3,Police,45,Colombia,National Liberation Army of Colombia (ELN),0,6,Explosives,,3,0,
2001,8,8,130,Mexico,1,North America,Mexico City (Federal District),Mexico City,1,1,1,1,3,Bombing/Explosion,1,Business,130,Mexico,Fuerzas Armadas Revolucionarias del Pueblo (FARP),0,6,Explosives,,0,0,
2001,8,8,98,Italy,8,Western Europe,Veneto,Venice,1,1,1,1,3,Bombing/Explosion,2,Government (General),98,Italy,Unknown,0,6,Explosives,,0,0,
2001,8,8,217,United States,1,North America,Puerto Rico,Vieques,1,1,1,0,3,Bombing/Explosion,4,Military,217,United States,Unknown,0,8,Incendiary,The perpetrators threw Molotov Cocktails at the sailors.,0,0,
2001,8,8,92,India,6,South Asia,Jammu and Kashmir,Pahalgam,1,1,1,1,2,Armed Assault,2,Government (General),92,India,Unknown,0,5,Firearms,,1,0,
2001,8,8,36,Cambodia,5,Southeast Asia,Phnom Penh (Municipality),Phnom Penh,1,1,1,1,3,Bombing/Explosion,22,Violent Political Party,36,Cambodia,Unknown,0,6,Explosives,,0,0,
2001,8,8,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Gjilan,1,1,1,1,8,Unarmed Assault,14,Private Citizens & Property,175,Serbia-Montenegro,Albanian extremists,0,9,Melee,,0,0,
2001,8,8,159,Peru,3,South America,Junin,San Martin de Pangoa district,1,1,1,1,2,Armed Assault,3,Police,159,Peru,Shining Path (SL),0,5,Firearms,,16,0,
2001,8,8,92,India,6,South Asia,Tripura,Jampuijala,1,1,1,1,1,Assassination,2,Government (General),92,India,National Liberation Front of Tripura (NLFT),0,5,Firearms,No weapon detail was provided.,1,0,
2001,8,9,118,Macedonia,9,Eastern Europe,Gostivar (Municipality),Galate,1,1,1,1,2,Armed Assault,3,Police,118,Macedonia,National Liberation Army (NLA) (Macedonia),0,5,Firearms,,11,0,
2001,8,9,45,Colombia,3,South America,Norte de Santander,Gramalote district,1,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,45,Colombia,National Liberation Army of Colombia (ELN),0,6,Explosives,,2,0,
2001,8,9,97,Israel,10,Middle East & North Africa,West Bank,Meirav,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,97,Israel,Unknown,0,5,Firearms,,1,0,
2001,8,9,118,Macedonia,9,Eastern Europe,Tetovo (Municipality),Tetovo,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,97,Israel,National Liberation Army (NLA) (Macedonia),0,6,Explosives,,0,0,
2001,8,9,118,Macedonia,9,Eastern Europe,Prilep (Municipality),Presil,1,1,1,1,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,118,Macedonia,Unknown,0,5,Firearms,,0,0,
2001,8,9,92,India,6,South Asia,Jammu and Kashmir,Soibugh,1,1,1,1,2,Armed Assault,3,Police,92,India,Unknown,0,5,Firearms,,3,0,
2001,8,9,93,Indonesia,5,Southeast Asia,Aceh (Province),Idi Rayeuk Sub district,1,1,1,1,2,Armed Assault,1,Business,93,Indonesia,Free Aceh Movement (GAM),0,5,Firearms,,31,0,
2001,8,9,160,Philippines,5,Southeast Asia,Masbate,Bantigue,1,1,1,1,1,Assassination,2,Government (General),160,Philippines,Unknown,0,5,Firearms,,3,0,
2001,8,9,118,Macedonia,9,Eastern Europe,Tetovo (Municipality),Tetovo,1,1,1,1,2,Armed Assault,3,Police,118,Macedonia,National Liberation Army (NLA) (Macedonia),0,6,Explosives,,0,0,
2001,8,9,118,Macedonia,9,Eastern Europe,Polog,Tetovo,1,1,1,1,2,Armed Assault,3,Police,118,Macedonia,National Liberation Army (NLA) (Macedonia),0,5,Firearms,,1,0,
2001,8,9,92,India,6,South Asia,Orissa,Kalimela,1,1,1,1,7,Facility/Infrastructure Attack,3,Police,92,India,People's War Group (PWG),0,5,Firearms,,4,0,
2001,8,9,92,India,6,South Asia,Orissa,Motu,1,1,1,1,7,Facility/Infrastructure Attack,3,Police,92,India,People's War Group (PWG),0,5,Firearms,"The perpetrators used directional mines, petrol bombs, sop bombs and grenades.",2,0,
2001,8,9,118,Macedonia,9,Eastern Europe,Jegunovce (Municipality),Ratae,1,1,1,1,9,Unknown,3,Police,118,Macedonia,National Liberation Army (NLA) (Macedonia),0,13,Unknown,,1,0,
2001,8,9,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,1,1,1,1,3,Bombing/Explosion,1,Business,999,Multinational,Hamas (Islamic Resistance Movement),0,6,Explosives,"The weapon was a 5-10kg bomb concealed in a guitar case packed with nails, screws, and bolts.",16,0,
2001,8,9,94,Iran,10,Middle East & North Africa,Tehran,Tehran,1,1,1,0,3,Bombing/Explosion,1,Business,94,Iran,Unknown,0,6,Explosives,,0,0,
2001,8,9,118,Macedonia,9,Eastern Europe,Northeastern,Kumanovo,1,1,1,1,7,Facility/Infrastructure Attack,19,Transportation,118,Macedonia,National Liberation Army (NLA) (Macedonia),0,5,Firearms,,0,0,
2001,8,10,185,Spain,8,Western Europe,Basque Country,Idiazabal,1,1,1,1,7,Facility/Infrastructure Attack,3,Police,185,Spain,Unknown,0,8,Incendiary,The perpetrators used incendiary rockets in the attack.,0,0,
2001,8,10,185,Spain,8,Western Europe,Basque Country,Idiazabal,1,1,1,1,7,Facility/Infrastructure Attack,16,Telecommunication,185,Spain,Unknown,0,8,Incendiary,The weapon was only described as an incendiary device.,0,0,
2001,8,10,222,Venezuela,3,South America,Vargas,Catia La Mar,1,1,1,0,3,Bombing/Explosion,8,Educational Institution,222,Venezuela,Tupamaro Revolutionary Movement,0,6,Explosives,,0,0,
2001,8,10,45,Colombia,3,South America,Cesar,Curumani,1,1,1,1,6,Hostage Taking (Kidnapping),1,Business,45,Colombia,National Liberation Army of Colombia (ELN),0,5,Firearms,,0,1,0
2001,8,10,45,Colombia,3,South America,Bolivar,Maria La Baja,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,45,Colombia,National Liberation Army of Colombia (ELN),0,5,Firearms,,0,1,0
2001,8,10,45,Colombia,3,South America,Norte de Santander,Unknown,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,45,Colombia,National Liberation Army of Colombia (ELN),0,13,Unknown,,0,1,0
2001,8,10,45,Colombia,3,South America,Huila,Algeciras,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,45,Colombia,United Self Defense Units of Colombia (AUC),0,5,Firearms,,3,0,
2001,8,10,45,Colombia,3,South America,Huila,Pitalito,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,45,Colombia,United Self Defense Units of Colombia (AUC),0,5,Firearms,,5,0,
2001,8,10,54,Czech Republic,9,Eastern Europe,Liberec (Region),Liberec,1,1,1,1,8,Unarmed Assault,1,Business,54,Czech Republic,Neo-Fascists,0,9,Melee,,0,0,
2001,8,10,92,India,6,South Asia,Jammu and Kashmir,Poonch district,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92,India,Unknown,0,5,Firearms,,1,1,0
2001,8,10,92,India,6,South Asia,Jammu and Kashmir,Mohra Bachai,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92,India,Unknown,0,5,Firearms,,1,1,
2001,8,10,118,Macedonia,9,Eastern Europe,Gostivar (Municipality),Gostivar,1,1,1,1,6,Hostage Taking (Kidnapping),3,Police,118,Macedonia,National Liberation Army (NLA) (Macedonia),0,5,Firearms,,0,1,
2001,8,10,92,India,6,South Asia,Meghalaya,Songsak,1,1,1,1,2,Armed Assault,3,Police,92,India,Achik National Volunteer Council (ANVC),0,5,Firearms,,5,0,
2001,8,10,92,India,6,South Asia,Nagaland,Dimapur,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92,India,Unknown,0,5,Firearms,,0,1,0
2001,8,10,45,Colombia,3,South America,Santander,Bucaramanga district,1,1,1,1,7,Facility/Infrastructure Attack,14,Private Citizens & Property,45,Colombia,National Liberation Army of Colombia (ELN),0,8,Incendiary,,0,0,
2001,8,10,92,India,6,South Asia,Jammu and Kashmir,Frisal,1,1,1,1,1,Assassination,2,Government (General),92,India,Hizbul Mujahideen (HM),0,5,Firearms,,1,0,
2001,8,11,185,Spain,8,Western Europe,Basque Country,Andoain,1,1,1,1,7,Facility/Infrastructure Attack,2,Government (General),185,Spain,Unknown,0,8,Incendiary,,0,0,
2001,8,11,185,Spain,8,Western Europe,Basque Country,Bilbao,1,1,1,1,7,Facility/Infrastructure Attack,3,Police,185,Spain,Unknown,0,8,Incendiary,,0,0,
2001,8,11,92,India,6,South Asia,Jammu and Kashmir,Frisal,1,1,1,1,1,Assassination,22,Violent Political Party,92,India,Unknown,0,5,Firearms,,1,0,
2001,8,11,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,1,1,1,1,3,Bombing/Explosion,3,Police,167,Russia,Chechen Rebels,0,6,Explosives,,1,0,
2001,8,11,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,1,1,1,1,1,Assassination,2,Government (General),167,Russia,Chechen Rebels,0,5,Firearms,,1,0,
2001,8,11,6,Algeria,10,Middle East & North Africa,Jijel (Province),Timizer,1,1,1,1,2,Armed Assault,3,Police,6,Algeria,Unknown,0,5,Firearms,,1,0,
2001,8,11,6,Algeria,10,Middle East & North Africa,Chlef (Province),Ouled El-Djilali,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,6,Algeria,Armed Islamic Group (GIA),0,5,Firearms,,5,0,
2001,8,11,92,India,6,South Asia,Jammu and Kashmir,Srinagar,1,1,1,1,3,Bombing/Explosion,3,Police,92,India,Unknown,0,6,Explosives,,0,0,
2001,8,11,141,Nepal,6,South Asia,Western,Arghakhanchi District,1,1,1,1,7,Facility/Infrastructure Attack,3,Police,141,Nepal,Maoists,0,8,Incendiary,,0,0,
2001,8,11,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,1,1,1,1,3,Bombing/Explosion,3,Police,167,Russia,Chechen Rebels,0,6,Explosives,,6,0,
2001,8,11,153,Pakistan,6,South Asia,Punjab,Gujrat,1,1,1,1,3,Bombing/Explosion,8,Educational Institution,153,Pakistan,Unknown,0,6,Explosives,"The bomb, which was operated by a timer, was hidden in the van.",7,0,
2001,8,11,8,Angola,11,Sub-Saharan Africa,Unknown,Unknown,1,1,1,1,2,Armed Assault,19,Transportation,8,Angola,National Union for the Total Independence of Angola (UNITA),0,5,Firearms,,259,0,
2001,8,11,92,India,6,South Asia,Delhi,New Delhi,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,92,India,Students Islamic Movement of India (SIMI),0,6,Explosives,,0,0,
2001,8,11,186,Sri Lanka,6,South Asia,North Central,Polonnaruwa district,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,186,Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE),0,5,Firearms,,2,0,
2001,8,12,69,France,8,Western Europe,Ile-de-France,Paris,1,1,1,1,7,Facility/Infrastructure Attack,7,Government (Diplomatic),110,Lebanon,Unknown,0,8,Incendiary,,0,0,
2001,8,12,34,Burundi,11,Sub-Saharan Africa,Bururi,Mutambara,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,34,Burundi,Unknown,0,5,Firearms,,2,0,
2001,8,12,118,Macedonia,9,Eastern Europe,Greater Skopje (Statistical Region),Ljubanci,1,1,1,1,7,Facility/Infrastructure Attack,3,Police,118,Macedonia,National Liberation Army (NLA) (Macedonia),0,5,Firearms,,0,0,
2001,8,12,93,Indonesia,5,Southeast Asia,Aceh (Province),East Aceh Regency,1,1,1,1,7,Facility/Infrastructure Attack,8,Educational Institution,93,Indonesia,Free Aceh Movement (GAM),0,8,Incendiary,,0,0,
2001,8,12,93,Indonesia,5,Southeast Asia,Aceh (Province),East Aceh Regency,1,1,1,1,7,Facility/Infrastructure Attack,8,Educational Institution,93,Indonesia,Free Aceh Movement (GAM),0,8,Incendiary,,0,0,
2001,8,12,93,Indonesia,5,Southeast Asia,Aceh (Province),East Aceh Regency,1,1,1,1,7,Facility/Infrastructure Attack,8,Educational Institution,93,Indonesia,Free Aceh Movement (GAM),0,8,Incendiary,,0,0,
2001,8,12,6,Algeria,10,Middle East & North Africa,Chlef (Province),Ouled Allala,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,6,Algeria,Unknown,0,5,Firearms,,4,0,
2001,8,12,186,Sri Lanka,6,South Asia,North Eastern,Eravur,1,1,1,1,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,186,Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE),0,5,Firearms,,3,0,
2001,8,12,6,Algeria,10,Middle East & North Africa,Relizane (Province),Ouled-Bouaza,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,6,Algeria,Unknown,0,9,Melee,,17,0,
2001,8,12,93,Indonesia,5,Southeast Asia,Aceh (Province),Julok Sub-district,1,1,1,1,7,Facility/Infrastructure Attack,3,Police,93,Indonesia,Free Aceh Movement (GAM),0,5,Firearms,,1,0,
2001,8,12,167,Russia,9,Eastern Europe,Chechnya (Republic),Shali,1,1,1,1,1,Assassination,2,Government (General),167,Russia,Chechen Rebels,0,5,Firearms,,1,0,
2001,8,12,92,India,6,South Asia,Jammu and Kashmir,Unknown,1,1,1,1,3,Bombing/Explosion,19,Transportation,92,India,Unknown,0,6,Explosives,,1,0,
2001,8,12,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Cerrnice,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,175,Serbia-Montenegro,Albanian extremists,0,6,Explosives,,0,0,
2001,8,12,97,Israel,10,Middle East & North Africa,Haifa,Kiryat Motzkin,1,1,1,1,3,Bombing/Explosion,1,Business,97,Israel,Palestinian Islamic Jihad (PIJ),0,6,Explosives,,1,0,
2001,8,12,74,Georgia,7,Central Asia,Kvemo Kartli (Region),Rustavi,1,1,1,1,8,Unarmed Assault,14,Private Citizens & Property,74,Georgia,Unknown,0,9,Melee,,0,0,
2001,8,12,141,Nepal,6,South Asia,Central,Devighat,1,1,1,1,7,Facility/Infrastructure Attack,3,Police,141,Nepal,Maoists,0,5,Firearms,,0,0,
2001,8,12,45,Colombia,3,South America,Arauca,Araquita district,1,1,1,1,3,Bombing/Explosion,1,Business,217,United States,Unknown,0,6,Explosives,,0,0,
2001,8,12,34,Burundi,11,Sub-Saharan Africa,Bujumbura Mairie,Gihosha,1,1,1,1,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,34,Burundi,Hutu extremists,0,8,Incendiary,,0,1,0
2001,8,12,8,Angola,11,Sub-Saharan Africa,Huila,Bunjei,1,1,1,1,9,Unknown,14,Private Citizens & Property,8,Angola,National Union for the Total Independence of Angola (UNITA),0,13,Unknown,,0,0,
2001,8,12,45,Colombia,3,South America,La Guajira,Las Flores,1,1,1,1,6,Hostage Taking (Kidnapping),3,Police,45,Colombia,Revolutionary Armed Forces of Colombia (FARC),0,5,Firearms,,2,1,0
2001,8,12,160,Philippines,5,Southeast Asia,North Cotabato,Datu Paglas,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,44,China,Moro Islamic Liberation Front (MILF),0,5,Firearms,,2,1,1
2001,8,13,167,Russia,9,Eastern Europe,Chechnya (Republic),Vedensky (District),1,1,1,1,7,Facility/Infrastructure Attack,3,Police,167,Russia,Chechen Rebels,0,5,Firearms,,2,0,
2001,8,13,92,India,6,South Asia,Jammu and Kashmir,Damhal Hanjipora,1,1,1,0,1,Assassination,2,Government (General),92,India,Unknown,0,5,Firearms,,0,0,
2001,8,13,93,Indonesia,5,Southeast Asia,Aceh (Province),Lhokseumawe,1,1,1,0,3,Bombing/Explosion,2,Government (General),93,Indonesia,Free Aceh Movement (GAM),0,6,Explosives,,0,0,
2001,8,13,1003,Kosovo,9,Eastern Europe,Kosovo (Province),Lipljan,1,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,175,Serbia-Montenegro,Unknown,0,6,Explosives,,0,0,
2001,8,13,153,Pakistan,6,South Asia,Balochistan,Quetta,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,153,Pakistan,Unknown,0,6,Explosives,,3,0,
2001,8,13,235,Yugoslavia,9,Eastern Europe,Branicevo (District),Pozarevac,1,1,1,1,3,Bombing/Explosion,1,Business,175,Serbia-Montenegro,Unknown,0,6,Explosives,,0,0,
2001,8,13,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,Qatif,1,1,1,0,3,Bombing/Explosion,3,Police,97,Israel,Unknown,0,6,Explosives,,0,0,
2001,8,13,92,India,6,South Asia,Jammu and Kashmir,Kanihama,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,92,India,Unknown,0,5,Firearms,,2,0,
2001,8,13,45,Colombia,3,South America,Antioquia,Medellin,1,1,1,1,3,Bombing/Explosion,21,Utilities,45,Colombia,National Liberation Army of Colombia (ELN),0,6,Explosives,,0,0,
2001,8,13,45,Colombia,3,South America,Antioquia,Bello,1,1,1,1,3,Bombing/Explosion,21,Utilities,45,Colombia,National Liberation Army of Colombia (ELN),0,6,Explosives,,0,0,
2001,8,13,92,India,6,South Asia,Assam,Unknown,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,92,India,United People's Democratic Solidarity (UPDS),0,6,Explosives,,0,0,
2001,8,13,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Homesh,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,97,Israel,Unknown,0,5,Firearms,,0,0,
2001,8,13,93,Indonesia,5,Southeast Asia,Aceh (Province),Lhokseumawe,1,1,1,1,3,Bombing/Explosion,8,Educational Institution,93,Indonesia,Free Aceh Movement (GAM),0,6,Explosives,,0,0,
2001,8,13,93,Indonesia,5,Southeast Asia,Aceh (Province),Lhokseumawe,1,1,1,0,3,Bombing/Explosion,8,Educational Institution,93,Indonesia,Free Aceh Movement (GAM),0,6,Explosives,,0,0,
2001,8,13,93,Indonesia,5,Southeast Asia,Aceh (Province),Lhokseumawe,1,1,1,0,3,Bombing/Explosion,8,Educational Institution,93,Indonesia,Free Aceh Movement (GAM),0,6,Explosives,,0,0,
2001,8,13,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,Netzarim,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,97,Israel,Unknown,0,5,Firearms,,0,0,
2001,8,13,45,Colombia,3,South America,Cesar,Pailitas district,1,1,1,1,7,Facility/Infrastructure Attack,1,Business,45,Colombia,National Liberation Army of Colombia (ELN),0,8,Incendiary,,0,0,
2001,8,13,92,India,6,South Asia,Jammu and Kashmir,Srinagar,1,1,1,1,2,Armed Assault,3,Police,92,India,Unknown,0,5,Firearms,,1,0,
2001,8,14,1003,Kosovo,9,Eastern Europe,Urosevac,Goronce,1,1,1,0,2,Armed Assault,7,Government (Diplomatic),999,Multinational,Albanian National Army (ANA),0,5,Firearms,,0,0,
2001,8,14,92,India,6,South Asia,Jammu and Kashmir,Srinagar,1,1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,92,India,Unknown,0,6,Explosives,,0,0,
2001,8,14,93,Indonesia,5,Southeast Asia,Aceh (Province),East Aceh Regency,1,1,1,1,7,Facility/Infrastructure Attack,19,Transportation,93,Indonesia,Free Aceh Movement (GAM),0,8,Incendiary,,0,0,
2001,8,14,45,Colombia,3,South America,Cesar,Curumani,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,45,Colombia,National Liberation Army of Colombia (ELN),0,5,Firearms,,0,1,0
2001,8,14,45,Colombia,3,South America,Antioquia,Medellin,1,1,1,1,3,Bombing/Explosion,1,Business,45,Colombia,National Liberation Army of Colombia (ELN),0,6,Explosives,,0,0,
2001,8,14,45,Colombia,3,South America,Santander,Bocas de Sogamoso,1,1,1,1,4,Hijacking,11,Maritime,45,Colombia,National Liberation Army of Colombia (ELN),0,5,Firearms,,0,1,0
2001,8,14,45,Colombia,3,South America,Valle del Cauca,Buenaventura district,1,1,1,1,7,Facility/Infrastructure Attack,19,Transportation,45,Colombia,National Liberation Army of Colombia (ELN),0,8,Incendiary,,0,0,
2001,8,14,45,Colombia,3,South America,Norte de Santander,Gramalote,1,1,1,0,4,Hijacking,19,Transportation,45,Colombia,National Liberation Army of Colombia (ELN),0,6,Explosives,,0,0,
2001,8,14,45,Colombia,3,South America,Cesar,Aguachica,1,1,1,1,7,Facility/Infrastructure Attack,14,Private Citizens & Property,45,Colombia,National Liberation Army of Colombia (ELN),0,8,Incendiary,,0,0,
2001,8,14,45,Colombia,3,South America,Antioquia,Godo,1,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,45,Colombia,National Liberation Army of Colombia (ELN),0,5,Firearms,,0,1,0
2001,8,14,93,Indonesia,5,Southeast Asia,Aceh (Province),Alue Rangan,1,1,1,1,2,Armed Assault,12,NGO,93,Indonesia,Free Aceh Movement (GAM),0,5,Firearms,,0,0,
2001,8,14,167,Russia,9,Eastern Europe,Chechnya (Republic),Grozny,1,1,1,1,3,Bombing/Explosion,9,Food or Water Supply,167,Russia,Unknown,0,6,Explosives,,0,0,
2001,8,14,118,Macedonia,9,Eastern Europe,Tetovo (Municipality),Lesok,1,1,1,1,7,Facility/Infrastructure Attack,14,Private Citizens & Property,118,Macedonia,National Liberation Army (NLA) (Macedonia),0,8,Incendiary,,0,0,
2001,8,14,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,1,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,233,Northern Ireland,Unknown,0,6,Explosives,,0,0,
2001,8,14,92,India,6,South Asia,Uttar Pradesh,Ghaziabad,1,1,1,0,3,Bombing/Explosion,19,Transportation,92,India,Unknown,0,6,Explosives,,4,0,
2001,8,14,167,Russia,9,Eastern Europe,Chechnya (Republic),Vedensky (District),1,1,1,1,2,Armed Assault,3,Police,167,Russia,Chechen Rebels,0,5,Firearms,,1,0,
2001,8,14,93,Indonesia,5,Southeast Asia,Aceh (Province),Banda Aceh,1,1,1,1,7,Facility/Infrastructure Attack,8,Educational Institution,93,Indonesia,Free Aceh Movement (GAM),0,8,Incendiary,,0,0,
2001,8,14,93,Indonesia,5,Southeast Asia,Aceh (Province),Banda Aceh,1,1,1,1,7,Facility/Infrastructure Attack,8,Educational Institution,93,Indonesia,Free Aceh Movement (GAM),0,8,Incendiary,,0,0,
2001,8,14,93,Indonesia,5,Southeast Asia,Aceh (Province),Aceh Besar Regency,1,1,1,1,7,Facility/Infrastructure Attack,8,Educational Institution,93,Indonesia,Free Aceh Movement (GAM),0,8,Incendiary,,0,0,
2001,8,14,92,India,6,South Asia,Jammu and Kashmir,Bhela,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,92,India,Lashkar-e-Taiba (LeT),0,5,Firearms,,5,0,
2001,8,14,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Jerusalem,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,97,Israel,Unknown,0,5,Firearms,,0,0,
2001,8,14,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Hebron,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,97,Israel,Unknown,0,5,Firearms,,0,0,
2001,8,14,45,Colombia,3,South America,Antioquia,El Ventarron,1,1,1,1,7,Facility/Infrastructure Attack,14,Private Citizens & Property,45,Colombia,National Liberation Army of Colombia (ELN),0,8,Incendiary,,0,0,
2001,8,14,8,Angola,11,Sub-Saharan Africa,Huila,Lubango,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,8,Angola,National Union for the Total Independence of Angola (UNITA),0,5,Firearms,,5,0,
2001,8,14,8,Angola,11,Sub-Saharan Africa,Huila,Lubango,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,8,Angola,National Union for the Total Independence of Angola (UNITA),0,5,Firearms,,5,0,
2001,8,14,93,Indonesia,5,Southeast Asia,Aceh (Province),Aceh Besar Regency,1,1,1,1,7,Facility/Infrastructure Attack,8,Educational Institution,93,Indonesia,Free Aceh Movement (GAM),0,8,Incendiary,,0,0,
2001,8,14,93,Indonesia,5,Southeast Asia,Aceh (Province),Aceh Besar Regency,1,1,1,1,7,Facility/Infrastructure Attack,8,Educational Institution,93,Indonesia,Free Aceh Movement (GAM),0,8,Incendiary,,0,0,
2001,8,14,93,Indonesia,5,Southeast Asia,Aceh (Province),East Aceh Regency,1,1,1,1,7,Facility/Infrastructure Attack,19,Transportation,93,Indonesia,Free Aceh Movement (GAM),0,8,Incendiary,,0,0,
2001,8,15,45,Colombia,3,South America,Antioquia,Amalfi,1,1,1,1,2,Armed Assault,14,Private Citizens & Property,45,Colombia,United Self Defense Units of Colombia (AUC),0,5,Firearms,,6,0,
